game,batch,black,white,result,winner,score_black,moves,source,llm_moves,llm_illegal_moves,llm_api_problems,llm_api_seconds,llm_cost_usd
1,1,gpt6-astra-high-codex-8h,kata1-b6c96-s18429184-d3197121,B+4.0,gpt6-astra-high-codex-8h,1,67,openai_codex_workspace_agent,34,0,0,1123.954406,8.836350000000
2,1,kata1-b6c96-s18429184-d3197121,gpt6-astra-high-codex-8h,W+R,gpt6-astra-high-codex-8h,0,35,openai_codex_workspace_agent,17,0,0,664.585159,5.442546000000
3,2,gpt6-astra-high-codex-8h,kata1-b6c96-s48921344-d7092247,B+R,gpt6-astra-high-codex-8h,1,52,openai_codex_workspace_agent,26,0,0,1134.282829,6.842934000000
4,2,kata1-b6c96-s48921344-d7092247,gpt6-astra-high-codex-8h,W+2.0,gpt6-astra-high-codex-8h,0,78,openai_codex_workspace_agent,39,0,0,1365.837253,9.031606000000
5,3,gpt6-astra-high-codex-8h,kata1-b20c256-s241116160-d150094945,W+88.0,kata1-b20c256-s241116160-d150094945,0,138,openai_codex_workspace_agent,69,0,0,1790.166028,12.879772000000
6,3,kata1-b20c256-s241116160-d150094945,gpt6-astra-high-codex-8h,W+R,gpt6-astra-high-codex-8h,0,63,openai_codex_workspace_agent,31,0,0,1359.895317,7.411022000000
7,4,gpt6-astra-high-codex-8h,kata1-b20c256-s241116160-d150094945,W+88.0,kata1-b20c256-s241116160-d150094945,0,122,openai_codex_workspace_agent,61,0,0,1585.436018,12.918250000000
8,4,kata1-b20c256-s241116160-d150094945,gpt6-astra-high-codex-8h,B+12.0,kata1-b20c256-s241116160-d150094945,1,107,openai_codex_workspace_agent,53,0,0,1647.176154,12.817420000000
9,5,gpt6-astra-high-codex-8h,kata1-b10c128-s501483520-d110698189,B+R,gpt6-astra-high-codex-8h,1,36,openai_codex_workspace_agent,18,0,0,653.294813,5.192462000000
10,5,kata1-b10c128-s501483520-d110698189,gpt6-astra-high-codex-8h,B+42.0,kata1-b10c128-s501483520-d110698189,1,121,openai_codex_workspace_agent,60,0,0,1762.447381,13.371922000000
11,6,gpt6-astra-high-codex-8h,kata1-b10c128-s356821760-d90717864,B+R,gpt6-astra-high-codex-8h,1,36,openai_codex_workspace_agent,18,0,0,658.952587,9.121826000000
12,6,kata1-b10c128-s356821760-d90717864,gpt6-astra-high-codex-8h,B+16.0,kata1-b10c128-s356821760-d90717864,1,97,openai_codex_workspace_agent,48,0,0,1627.774248,16.575988000000
13,7,gpt6-astra-high-codex-8h,kata1-b10c128-s501483520-d110698189,0,,0.5,57,openai_codex_workspace_agent,29,0,0,1008.349708,8.166050000000
14,7,kata1-b10c128-s501483520-d110698189,gpt6-astra-high-codex-8h,B+26.0,kata1-b10c128-s501483520-d110698189,1,109,openai_codex_workspace_agent,54,0,0,1630.435752,11.002614000000
15,8,gpt6-astra-high-codex-8h,kata1-b10c128-s258941696-d77667876,W+88.0,kata1-b10c128-s258941696-d77667876,0,128,openai_codex_workspace_agent,64,0,0,1566.651041,14.350050000000
16,8,kata1-b10c128-s258941696-d77667876,gpt6-astra-high-codex-8h,B+74.0,kata1-b10c128-s258941696-d77667876,1,135,openai_codex_workspace_agent,67,0,0,1598.790884,16.759534000000
17,9,gpt6-astra-high-codex-8h,kata1-b10c128-s82632704-d37596868,W+88.0,kata1-b10c128-s82632704-d37596868,0,122,openai_codex_workspace_agent,61,0,0,1483.534691,12.402986000000
18,9,kata1-b10c128-s82632704-d37596868,gpt6-astra-high-codex-8h,0,,0.5,85,openai_codex_workspace_agent,42,0,0,1383.004359,9.955742000000
19,10,gpt6-astra-high-codex-8h,kata1-b10c128-s56992512-d31122236,B+R,gpt6-astra-high-codex-8h,1,52,openai_codex_workspace_agent,26,0,0,1025.635485,7.710976000000
20,10,kata1-b10c128-s56992512-d31122236,gpt6-astra-high-codex-8h,B+24.0,kata1-b10c128-s56992512-d31122236,1,79,openai_codex_workspace_agent,39,0,0,1401.276734,9.497906000000
