player,num_games,elo,ci_95_low,ci_95_high,old_elo,elo_diff,checkpoint_schema_version,history_sha256,selection_sha256,max_games,seed,matchmaking_algorithm,new_player_prior_mean,new_player_prior_sd
kata1-b6c96-s1248000-d550347-temp-0.3,2,1149.476343857962,-1281.4046163561266,3580.3573040720507,113.3151130072046,1036.1612308507574,2,a5803f8a5d9d87202b43d709cb328cedaf18c446af448f705c33d553e8c2e9f7,5170ec511fb50cdf10d648416d508574d70e9781ddf156a1b2a86d2b385e94dc,100,1729,maximum_information_gain,2000.0,3000.0
kata1-b6c96-s1248000-d550347-temp-0.3,4,402.71436202402134,-1454.36853997973,2259.7972640277726,113.3151130072046,289.3992490168167,2,a5803f8a5d9d87202b43d709cb328cedaf18c446af448f705c33d553e8c2e9f7,5170ec511fb50cdf10d648416d508574d70e9781ddf156a1b2a86d2b385e94dc,100,1729,maximum_information_gain,2000.0,3000.0
kata1-b6c96-s1248000-d550347-temp-0.3,6,371.2301825830807,-115.67432846847817,858.1346936346396,113.3151130072046,257.9150695758761,2,a5803f8a5d9d87202b43d709cb328cedaf18c446af448f705c33d553e8c2e9f7,5170ec511fb50cdf10d648416d508574d70e9781ddf156a1b2a86d2b385e94dc,100,1729,maximum_information_gain,2000.0,3000.0
kata1-b6c96-s1248000-d550347-temp-0.3,8,368.0785570998903,18.436059486987347,717.7210547127933,113.3151130072046,254.7634440926857,2,a5803f8a5d9d87202b43d709cb328cedaf18c446af448f705c33d553e8c2e9f7,5170ec511fb50cdf10d648416d508574d70e9781ddf156a1b2a86d2b385e94dc,100,1729,maximum_information_gain,2000.0,3000.0
kata1-b6c96-s1248000-d550347-temp-0.3,10,367.00105919686774,79.92671243263118,654.0754059611043,113.3151130072046,253.68594618966313,2,a5803f8a5d9d87202b43d709cb328cedaf18c446af448f705c33d553e8c2e9f7,5170ec511fb50cdf10d648416d508574d70e9781ddf156a1b2a86d2b385e94dc,100,1729,maximum_information_gain,2000.0,3000.0
kata1-b6c96-s1248000-d550347-temp-0.3,12,271.45161806245153,14.107391433414193,528.7958446914888,113.3151130072046,158.13650505524691,2,a5803f8a5d9d87202b43d709cb328cedaf18c446af448f705c33d553e8c2e9f7,5170ec511fb50cdf10d648416d508574d70e9781ddf156a1b2a86d2b385e94dc,100,1729,maximum_information_gain,2000.0,3000.0
kata1-b6c96-s1248000-d550347-temp-0.3,14,187.4069906617825,-56.279405484877856,431.0933868084428,113.3151130072046,74.09187765457789,2,a5803f8a5d9d87202b43d709cb328cedaf18c446af448f705c33d553e8c2e9f7,5170ec511fb50cdf10d648416d508574d70e9781ddf156a1b2a86d2b385e94dc,100,1729,maximum_information_gain,2000.0,3000.0
kata1-b6c96-s1248000-d550347-temp-0.3,16,188.7072706989744,-30.56513675017098,407.9796781481198,113.3151130072046,75.39215769176981,2,a5803f8a5d9d87202b43d709cb328cedaf18c446af448f705c33d553e8c2e9f7,5170ec511fb50cdf10d648416d508574d70e9781ddf156a1b2a86d2b385e94dc,100,1729,maximum_information_gain,2000.0,3000.0
kata1-b6c96-s1248000-d550347-temp-0.3,18,126.0379001546515,-85.97392353861291,338.0497238479159,113.3151130072046,12.722787147446894,2,a5803f8a5d9d87202b43d709cb328cedaf18c446af448f705c33d553e8c2e9f7,5170ec511fb50cdf10d648416d508574d70e9781ddf156a1b2a86d2b385e94dc,100,1729,maximum_information_gain,2000.0,3000.0
kata1-b6c96-s1248000-d550347-temp-0.3,20,129.02131761788456,-66.0860724597043,324.1287076954734,113.3151130072046,15.706204610679961,2,a5803f8a5d9d87202b43d709cb328cedaf18c446af448f705c33d553e8c2e9f7,5170ec511fb50cdf10d648416d508574d70e9781ddf156a1b2a86d2b385e94dc,100,1729,maximum_information_gain,2000.0,3000.0
