player,num_games,elo,ci_95_low,ci_95_high,old_elo,elo_diff,checkpoint_schema_version,history_sha256,selection_sha256,max_games,seed,matchmaking_algorithm,new_player_prior_mean,new_player_prior_sd
kata1-b6c96-s1248000-d550347-temp-0.3,2,1149.476343857962,-1281.4046163561266,3580.3573040720507,113.3151130072046,1036.1612308507574,2,a5803f8a5d9d87202b43d709cb328cedaf18c446af448f705c33d553e8c2e9f7,5170ec511fb50cdf10d648416d508574d70e9781ddf156a1b2a86d2b385e94dc,100,1729,maximum_nontransitivity_hybrid_gain,2000.0,3000.0
kata1-b6c96-s1248000-d550347-temp-0.3,4,402.71436202402134,-1454.36853997973,2259.7972640277726,113.3151130072046,289.3992490168167,2,a5803f8a5d9d87202b43d709cb328cedaf18c446af448f705c33d553e8c2e9f7,5170ec511fb50cdf10d648416d508574d70e9781ddf156a1b2a86d2b385e94dc,100,1729,maximum_nontransitivity_hybrid_gain,2000.0,3000.0
kata1-b6c96-s1248000-d550347-temp-0.3,6,371.2301825830807,-115.67432846847817,858.1346936346396,113.3151130072046,257.9150695758761,2,a5803f8a5d9d87202b43d709cb328cedaf18c446af448f705c33d553e8c2e9f7,5170ec511fb50cdf10d648416d508574d70e9781ddf156a1b2a86d2b385e94dc,100,1729,maximum_nontransitivity_hybrid_gain,2000.0,3000.0
kata1-b6c96-s1248000-d550347-temp-0.3,8,368.0785570998903,18.436059486987347,717.7210547127933,113.3151130072046,254.7634440926857,2,a5803f8a5d9d87202b43d709cb328cedaf18c446af448f705c33d553e8c2e9f7,5170ec511fb50cdf10d648416d508574d70e9781ddf156a1b2a86d2b385e94dc,100,1729,maximum_nontransitivity_hybrid_gain,2000.0,3000.0
kata1-b6c96-s1248000-d550347-temp-0.3,10,367.00105919686774,79.92671243263118,654.0754059611043,113.3151130072046,253.68594618966313,2,a5803f8a5d9d87202b43d709cb328cedaf18c446af448f705c33d553e8c2e9f7,5170ec511fb50cdf10d648416d508574d70e9781ddf156a1b2a86d2b385e94dc,100,1729,maximum_nontransitivity_hybrid_gain,2000.0,3000.0
kata1-b6c96-s1248000-d550347-temp-0.3,12,271.45161806245153,14.107391433414193,528.7958446914888,113.3151130072046,158.13650505524691,2,a5803f8a5d9d87202b43d709cb328cedaf18c446af448f705c33d553e8c2e9f7,5170ec511fb50cdf10d648416d508574d70e9781ddf156a1b2a86d2b385e94dc,100,1729,maximum_nontransitivity_hybrid_gain,2000.0,3000.0
kata1-b6c96-s1248000-d550347-temp-0.3,14,187.4069906617825,-56.279405484877856,431.0933868084428,113.3151130072046,74.09187765457789,2,a5803f8a5d9d87202b43d709cb328cedaf18c446af448f705c33d553e8c2e9f7,5170ec511fb50cdf10d648416d508574d70e9781ddf156a1b2a86d2b385e94dc,100,1729,maximum_nontransitivity_hybrid_gain,2000.0,3000.0
kata1-b6c96-s1248000-d550347-temp-0.3,16,202.274849450247,-15.272206395635266,419.8219052961292,113.3151130072046,88.95973644304239,2,a5803f8a5d9d87202b43d709cb328cedaf18c446af448f705c33d553e8c2e9f7,5170ec511fb50cdf10d648416d508574d70e9781ddf156a1b2a86d2b385e94dc,100,1729,maximum_nontransitivity_hybrid_gain,2000.0,3000.0
kata1-b6c96-s1248000-d550347-temp-0.3,18,150.2508249300925,-59.42120397343959,359.9228538336246,113.3151130072046,36.935711922887904,2,a5803f8a5d9d87202b43d709cb328cedaf18c446af448f705c33d553e8c2e9f7,5170ec511fb50cdf10d648416d508574d70e9781ddf156a1b2a86d2b385e94dc,100,1729,maximum_nontransitivity_hybrid_gain,2000.0,3000.0
kata1-b6c96-s1248000-d550347-temp-0.3,20,166.97722355016919,-24.853869377325566,358.80831647766394,113.3151130072046,53.662110542964584,2,a5803f8a5d9d87202b43d709cb328cedaf18c446af448f705c33d553e8c2e9f7,5170ec511fb50cdf10d648416d508574d70e9781ddf156a1b2a86d2b385e94dc,100,1729,maximum_nontransitivity_hybrid_gain,2000.0,3000.0
kata1-b6c96-s1248000-d550347-temp-0.3,22,179.3632439442081,1.1048834589846024,357.6216044294316,113.3151130072046,66.0481309370035,2,a5803f8a5d9d87202b43d709cb328cedaf18c446af448f705c33d553e8c2e9f7,5170ec511fb50cdf10d648416d508574d70e9781ddf156a1b2a86d2b385e94dc,100,1729,maximum_nontransitivity_hybrid_gain,2000.0,3000.0
kata1-b6c96-s1248000-d550347-temp-0.3,24,145.69146325907687,-27.87378344550777,319.2567099636615,113.3151130072046,32.37635025187227,2,a5803f8a5d9d87202b43d709cb328cedaf18c446af448f705c33d553e8c2e9f7,5170ec511fb50cdf10d648416d508574d70e9781ddf156a1b2a86d2b385e94dc,100,1729,maximum_nontransitivity_hybrid_gain,2000.0,3000.0
kata1-b6c96-s1248000-d550347-temp-0.3,26,196.55974924894292,38.078971678813474,355.0405268190724,113.3151130072046,83.24463624173832,2,a5803f8a5d9d87202b43d709cb328cedaf18c446af448f705c33d553e8c2e9f7,5170ec511fb50cdf10d648416d508574d70e9781ddf156a1b2a86d2b385e94dc,100,1729,maximum_nontransitivity_hybrid_gain,2000.0,3000.0
kata1-b6c96-s1248000-d550347-temp-0.3,28,202.8206428249565,51.88632295595559,353.7549626939574,113.3151130072046,89.5055298177519,2,a5803f8a5d9d87202b43d709cb328cedaf18c446af448f705c33d553e8c2e9f7,5170ec511fb50cdf10d648416d508574d70e9781ddf156a1b2a86d2b385e94dc,100,1729,maximum_nontransitivity_hybrid_gain,2000.0,3000.0
