game,batch,black,white,result,winner,score_black,moves,source,llm_moves,llm_illegal_moves,llm_api_problems,llm_api_seconds,llm_cost_usd
1,1,gpt6-astra-high-codex-1h,kata1-b6c96-s8080640-d1961030-temp-0.7,B+R,gpt6-astra-high-codex-1h,1,64,openai_codex_workspace_agent,32,0,0,991.148749,14.159886000000
2,1,kata1-b6c96-s8080640-d1961030-temp-0.7,gpt6-astra-high-codex-1h,W+R,gpt6-astra-high-codex-1h,0,31,openai_codex_workspace_agent,15,0,0,513.717123,6.220220000000
3,2,gpt6-astra-high-codex-1h,kata1-b6c96-s11888896-d2416753-temp-0.5,B+R,gpt6-astra-high-codex-1h,1,78,openai_codex_workspace_agent,39,0,0,1212.682397,18.145692000000
4,2,kata1-b6c96-s11888896-d2416753-temp-0.5,gpt6-astra-high-codex-1h,W+R,gpt6-astra-high-codex-1h,0,37,openai_codex_workspace_agent,18,0,0,620.489379,7.619914000000
5,3,gpt6-astra-high-codex-1h,kata1-b6c96-s18429184-d3197121,B+2.0,gpt6-astra-high-codex-1h,1,61,openai_codex_workspace_agent,31,0,0,1086.842188,14.056902000000
6,3,kata1-b6c96-s18429184-d3197121,gpt6-astra-high-codex-1h,W+R,gpt6-astra-high-codex-1h,0,79,openai_codex_workspace_agent,39,0,0,1201.336986,18.342632000000
7,4,gpt6-astra-high-codex-1h,kata1-b6c96-s35356160-d5299514,B+R,gpt6-astra-high-codex-1h,1,78,openai_codex_workspace_agent,39,0,0,1341.319084,17.982440000000
8,4,kata1-b6c96-s35356160-d5299514,gpt6-astra-high-codex-1h,B+74.0,kata1-b6c96-s35356160-d5299514,1,129,openai_codex_workspace_agent,64,0,0,1738.399010,23.839438000000
9,5,gpt6-astra-high-codex-1h,kata1-b6c96-s35356160-d5299514,B+R,gpt6-astra-high-codex-1h,1,74,openai_codex_workspace_agent,37,0,0,1188.081510,18.550936000000
10,5,kata1-b6c96-s35356160-d5299514,gpt6-astra-high-codex-1h,B+2.0,kata1-b6c96-s35356160-d5299514,1,97,openai_codex_workspace_agent,48,0,0,1519.344996,21.581544000000
11,6,gpt6-astra-high-codex-1h,kata1-b6c96-s35356160-d5299514,B+7.0,gpt6-astra-high-codex-1h,1,82,openai_codex_workspace_agent,41,0,0,1420.330029,19.392080000000
12,6,kata1-b6c96-s35356160-d5299514,gpt6-astra-high-codex-1h,W+R,gpt6-astra-high-codex-1h,0,43,openai_codex_workspace_agent,21,0,0,700.483570,11.008186000000
13,7,gpt6-astra-high-codex-1h,kata1-b6c96-s43286272-d6326857,B+R,gpt6-astra-high-codex-1h,1,34,openai_codex_workspace_agent,17,0,0,620.634665,9.332502000000
14,7,kata1-b6c96-s43286272-d6326857,gpt6-astra-high-codex-1h,W+2.0,gpt6-astra-high-codex-1h,0,81,openai_codex_workspace_agent,40,0,0,1229.275837,20.921478000000
15,8,gpt6-astra-high-codex-1h,kata1-b6c96-s63439616-d9138325,B+R,gpt6-astra-high-codex-1h,1,80,openai_codex_workspace_agent,40,0,0,1663.839671,22.311050000000
16,8,kata1-b6c96-s63439616-d9138325,gpt6-astra-high-codex-1h,B+T,kata1-b6c96-s63439616-d9138325,1,121,openai_codex_workspace_agent,60,0,0,1800.594227,23.687766000000
17,9,gpt6-astra-high-codex-1h,kata1-b6c96-s55682304-d7995124,W+26.0,kata1-b6c96-s55682304-d7995124,0,94,openai_codex_workspace_agent,47,0,0,1611.286473,24.647878000000
18,9,kata1-b6c96-s55682304-d7995124,gpt6-astra-high-codex-1h,B+74.0,kata1-b6c96-s55682304-d7995124,1,119,openai_codex_workspace_agent,59,0,0,1750.173331,25.226742000000
19,10,gpt6-astra-high-codex-1h,kata1-b6c96-s46949632-d6822967,B+R,gpt6-astra-high-codex-1h,1,64,openai_codex_workspace_agent,32,0,0,1144.447967,15.710438000000
20,10,kata1-b6c96-s46949632-d6822967,gpt6-astra-high-codex-1h,W+2.0,gpt6-astra-high-codex-1h,0,76,openai_codex_workspace_agent,38,0,0,1274.488073,18.071708000000
