game,batch,black,white,result,winner,score_black,moves,source,llm_moves,llm_illegal_moves,llm_api_problems,llm_api_seconds,llm_cost_usd
1,1,gpt5.6-sol-high-codex-0h,kata1-b6c96-s18429184-d3197121,W+88.0,kata1-b6c96-s18429184-d3197121,0,124,openai_codex_workspace_agent,62,1,0,1413.435746,2.184178400000
2,1,kata1-b6c96-s18429184-d3197121,gpt5.6-sol-high-codex-0h,B+24.0,kata1-b6c96-s18429184-d3197121,1,97,openai_codex_workspace_agent,48,5,0,1416.370593,2.257776800000
3,2,gpt5.6-sol-high-codex-0h,kata1-b6c96-s14649344-d2727367-temp-0.9,W+50.0,kata1-b6c96-s14649344-d2727367-temp-0.9,0,108,openai_codex_workspace_agent,54,5,0,847.299661,2.108223200000
4,2,kata1-b6c96-s14649344-d2727367-temp-0.9,gpt5.6-sol-high-codex-0h,B+22.0,kata1-b6c96-s14649344-d2727367-temp-0.9,1,111,openai_codex_workspace_agent,55,0,0,1158.581879,2.364860800000
5,3,gpt5.6-sol-high-codex-0h,kata1-b6c96-s10014464-d2201128-temp-0.9,B+R,gpt5.6-sol-high-codex-0h,1,34,openai_codex_workspace_agent,17,0,0,384.631505,0.565845600000
6,3,kata1-b6c96-s10014464-d2201128-temp-0.9,gpt5.6-sol-high-codex-0h,W+R,gpt5.6-sol-high-codex-0h,0,55,openai_codex_workspace_agent,27,0,0,917.026987,0.908890400000
7,4,gpt5.6-sol-high-codex-0h,kata1-b6c96-s8982784-d2082583-temp-0.5,0,,0.5,96,openai_codex_workspace_agent,48,0,0,953.969058,1.917681600000
8,4,kata1-b6c96-s8982784-d2082583-temp-0.5,gpt5.6-sol-high-codex-0h,W+16.0,gpt5.6-sol-high-codex-0h,0,81,openai_codex_workspace_agent,40,0,0,674.869209,1.220780800000
9,5,gpt5.6-sol-high-codex-0h,kata1-b6c96-s8080640-d1961030-temp-0.3,B+R,gpt5.6-sol-high-codex-0h,1,40,openai_codex_workspace_agent,20,0,0,240.451298,0.453989600000
10,5,kata1-b6c96-s8080640-d1961030-temp-0.3,gpt5.6-sol-high-codex-0h,W+R,gpt5.6-sol-high-codex-0h,0,71,openai_codex_workspace_agent,35,0,0,923.257188,1.464531200000
11,6,gpt5.6-sol-high-codex-0h,kata1-b6c96-s8982784-d2082583,B+R,gpt5.6-sol-high-codex-0h,1,50,openai_codex_workspace_agent,25,0,0,653.971657,1.049894400000
12,6,kata1-b6c96-s8982784-d2082583,gpt5.6-sol-high-codex-0h,W+R,gpt5.6-sol-high-codex-0h,0,77,openai_codex_workspace_agent,38,13,0,1253.881165,1.751284000000
13,7,gpt5.6-sol-high-codex-0h,kata1-b6c96-s14649344-d2727367-temp-0.9,W+10.0,kata1-b6c96-s14649344-d2727367-temp-0.9,0,98,openai_codex_workspace_agent,49,0,0,1367.335425,2.190957600000
14,7,kata1-b6c96-s14649344-d2727367-temp-0.9,gpt5.6-sol-high-codex-0h,B+T,kata1-b6c96-s14649344-d2727367-temp-0.9,1,9,openai_codex_workspace_agent,4,0,0,1800.135710,0.836045600000
15,8,gpt5.6-sol-high-codex-0h,kata1-b6c96-s13733120-d2631546-temp-0.9,B+R,gpt5.6-sol-high-codex-0h,1,52,openai_codex_workspace_agent,26,0,0,324.444223,0.828691200000
16,8,kata1-b6c96-s13733120-d2631546-temp-0.9,gpt5.6-sol-high-codex-0h,B+T,kata1-b6c96-s13733120-d2631546-temp-0.9,1,23,openai_codex_workspace_agent,11,0,0,1800.260794,1.255945600000
17,9,gpt5.6-sol-high-codex-0h,kata1-b6c96-s13733120-d2631546-temp-0.9,W+50.0,kata1-b6c96-s13733120-d2631546-temp-0.9,0,140,openai_codex_workspace_agent,70,21,0,1756.521718,4.614941600000
18,9,kata1-b6c96-s13733120-d2631546-temp-0.9,gpt5.6-sol-high-codex-0h,B+6.0,kata1-b6c96-s13733120-d2631546-temp-0.9,1,103,openai_codex_workspace_agent,51,0,0,1639.911647,2.735883200000
19,10,gpt5.6-sol-high-codex-0h,kata1-b6c96-s8080640-d1961030,B+R,gpt5.6-sol-high-codex-0h,1,104,openai_codex_workspace_agent,52,13,0,1457.430114,2.518215200000
20,10,kata1-b6c96-s8080640-d1961030,gpt5.6-sol-high-codex-0h,W+14.0,gpt5.6-sol-high-codex-0h,0,83,openai_codex_workspace_agent,41,0,0,939.887055,1.563594400000
