game,batch,black,white,result,winner,score_black,moves,source,llm_moves,llm_illegal_moves,llm_api_problems,llm_api_seconds,llm_cost_usd
1,1,gpt5.6-sol-high-codex-2h,kata1-b6c96-s18429184-d3197121,W+T,kata1-b6c96-s18429184-d3197121,0,46,openai_codex_workspace_agent,23,0,0,1800.382656,6.388985600000
2,1,kata1-b6c96-s18429184-d3197121,gpt5.6-sol-high-codex-2h,W+R,gpt5.6-sol-high-codex-2h,0,39,openai_codex_workspace_agent,19,0,0,1543.526700,4.673731200000
3,2,gpt5.6-sol-high-codex-2h,kata1-b6c96-s18429184-d3197121,W+T,kata1-b6c96-s18429184-d3197121,0,48,openai_codex_workspace_agent,24,0,0,1800.495514,6.088217600000
4,2,kata1-b6c96-s18429184-d3197121,gpt5.6-sol-high-codex-2h,B+T,kata1-b6c96-s18429184-d3197121,1,47,openai_codex_workspace_agent,23,0,0,1800.645178,6.043672000000
5,3,gpt5.6-sol-high-codex-2h,kata1-b6c96-s15704832-d2832803,W+T,kata1-b6c96-s15704832-d2832803,0,64,openai_codex_workspace_agent,32,0,0,1800.539736,6.554980800000
6,3,kata1-b6c96-s15704832-d2832803,gpt5.6-sol-high-codex-2h,B+T,kata1-b6c96-s15704832-d2832803,1,45,openai_codex_workspace_agent,22,0,0,1800.569592,6.030548800000
7,4,gpt5.6-sol-high-codex-2h,kata1-b6c96-s16525312-d2925067-temp-0.7,B+R,gpt5.6-sol-high-codex-2h,1,56,openai_codex_workspace_agent,28,0,0,1774.740950,5.346759200000
8,4,kata1-b6c96-s16525312-d2925067-temp-0.7,gpt5.6-sol-high-codex-2h,W+2.0,gpt5.6-sol-high-codex-2h,0,52,openai_codex_workspace_agent,26,0,0,1385.413246,4.530075200000
9,5,gpt5.6-sol-high-codex-2h,kata1-b6c96-s14649344-d2727367,B+3.0,gpt5.6-sol-high-codex-2h,1,53,openai_codex_workspace_agent,27,0,0,1313.582600,4.964536800000
10,5,kata1-b6c96-s14649344-d2727367,gpt5.6-sol-high-codex-2h,B+T,kata1-b6c96-s14649344-d2727367,1,51,openai_codex_workspace_agent,25,0,0,1800.367482,7.214216800000
11,6,gpt5.6-sol-high-codex-2h,kata1-b6c96-s14649344-d2727367,W+T,kata1-b6c96-s14649344-d2727367,0,40,openai_codex_workspace_agent,20,0,0,1800.411314,6.614840800000
12,6,kata1-b6c96-s14649344-d2727367,gpt5.6-sol-high-codex-2h,W+2.0,gpt5.6-sol-high-codex-2h,0,38,openai_codex_workspace_agent,19,0,0,913.308070,3.093360800000
13,7,gpt5.6-sol-high-codex-2h,kata1-b6c96-s14649344-d2727367,W+T,kata1-b6c96-s14649344-d2727367,0,56,openai_codex_workspace_agent,28,0,0,1800.509482,7.194333600000
14,7,kata1-b6c96-s14649344-d2727367,gpt5.6-sol-high-codex-2h,W+2.0,gpt5.6-sol-high-codex-2h,0,44,openai_codex_workspace_agent,22,0,0,825.043161,3.168934400000
15,8,gpt5.6-sol-high-codex-2h,kata1-b6c96-s14649344-d2727367,W+T,kata1-b6c96-s14649344-d2727367,0,48,openai_codex_workspace_agent,24,0,0,1800.380805,6.736556800000
16,8,kata1-b6c96-s14649344-d2727367,gpt5.6-sol-high-codex-2h,W+2.0,gpt5.6-sol-high-codex-2h,0,42,openai_codex_workspace_agent,21,0,0,1491.250927,5.567240000000
17,9,gpt5.6-sol-high-codex-2h,kata1-b6c96-s14649344-d2727367-temp-0.3,W+T,kata1-b6c96-s14649344-d2727367-temp-0.3,0,38,openai_codex_workspace_agent,19,0,0,1800.354558,5.276000000000
18,9,kata1-b6c96-s14649344-d2727367-temp-0.3,gpt5.6-sol-high-codex-2h,B+T,kata1-b6c96-s14649344-d2727367-temp-0.3,1,55,openai_codex_workspace_agent,27,0,0,1800.468986,6.909383200000
19,10,gpt5.6-sol-high-codex-2h,kata1-b6c96-s14649344-d2727367-temp-0.3,W+T,kata1-b6c96-s14649344-d2727367-temp-0.3,0,48,openai_codex_workspace_agent,24,0,0,1800.561363,5.856160000000
20,10,kata1-b6c96-s14649344-d2727367-temp-0.3,gpt5.6-sol-high-codex-2h,W+6.0,gpt5.6-sol-high-codex-2h,0,50,openai_codex_workspace_agent,25,0,0,1702.455456,6.305917600000
