game,batch,black,white,result,winner,score_black,moves,source,llm_moves,llm_illegal_moves,llm_api_problems,llm_api_seconds,llm_cost_usd
1,1,gpt6-astra-high-codex-0h,kata1-b6c96-s8080640-d1961030-temp-0.7,B+R,gpt6-astra-high-codex-0h,1,36,openai_codex_workspace_agent,18,0,0,784.148436,2.462962000000
2,1,kata1-b6c96-s8080640-d1961030-temp-0.7,gpt6-astra-high-codex-0h,W+R,gpt6-astra-high-codex-0h,0,37,openai_codex_workspace_agent,18,0,0,213.717175,0.716946000000
3,2,gpt6-astra-high-codex-0h,kata1-b6c96-s11888896-d2416753-temp-0.5,B+R,gpt6-astra-high-codex-0h,1,42,openai_codex_workspace_agent,21,0,0,736.786709,2.518888000000
4,2,kata1-b6c96-s11888896-d2416753-temp-0.5,gpt6-astra-high-codex-0h,W+R,gpt6-astra-high-codex-0h,0,47,openai_codex_workspace_agent,23,0,0,293.878734,0.880796000000
5,3,gpt6-astra-high-codex-0h,kata1-b6c96-s18429184-d3197121,W+48.0,kata1-b6c96-s18429184-d3197121,0,88,openai_codex_workspace_agent,44,0,0,1590.082911,6.180824000000
6,3,kata1-b6c96-s18429184-d3197121,gpt6-astra-high-codex-0h,W+R,gpt6-astra-high-codex-0h,0,55,openai_codex_workspace_agent,27,0,0,865.681295,3.579722000000
7,4,gpt6-astra-high-codex-0h,kata1-b6c96-s18429184-d3197121,B+6.0,gpt6-astra-high-codex-0h,1,61,openai_codex_workspace_agent,31,0,0,1201.431118,4.405482000000
8,4,kata1-b6c96-s18429184-d3197121,gpt6-astra-high-codex-0h,W+R,gpt6-astra-high-codex-0h,0,31,openai_codex_workspace_agent,15,0,0,204.540215,0.623784000000
9,5,gpt6-astra-high-codex-0h,kata1-b6c96-s21371392-d3529696,B+4.0,gpt6-astra-high-codex-0h,1,64,openai_codex_workspace_agent,32,0,0,1305.317440,4.536782000000
10,5,kata1-b6c96-s21371392-d3529696,gpt6-astra-high-codex-0h,W+4.0,gpt6-astra-high-codex-0h,0,75,openai_codex_workspace_agent,37,0,0,1482.257125,6.513220000000
11,6,gpt6-astra-high-codex-0h,kata1-b6c96-s26363136-d4119819,W+14.0,kata1-b6c96-s26363136-d4119819,0,68,openai_codex_workspace_agent,34,0,0,1312.915689,4.670630000000
12,6,kata1-b6c96-s26363136-d4119819,gpt6-astra-high-codex-0h,B+R,kata1-b6c96-s26363136-d4119819,1,54,openai_codex_workspace_agent,27,0,0,671.963933,2.311424000000
13,7,gpt6-astra-high-codex-0h,kata1-b6c96-s22371328-d3612586,B+R,gpt6-astra-high-codex-0h,1,66,openai_codex_workspace_agent,33,0,0,1387.399486,4.708090000000
14,7,kata1-b6c96-s22371328-d3612586,gpt6-astra-high-codex-0h,W+2.0,gpt6-astra-high-codex-0h,0,70,openai_codex_workspace_agent,35,0,0,1383.096944,6.467404000000
15,8,gpt6-astra-high-codex-0h,kata1-b6c96-s24455424-d3879081,W+30.0,kata1-b6c96-s24455424-d3879081,0,74,openai_codex_workspace_agent,37,0,0,1272.011980,4.821340000000
16,8,kata1-b6c96-s24455424-d3879081,gpt6-astra-high-codex-0h,B+R,kata1-b6c96-s24455424-d3879081,1,78,openai_codex_workspace_agent,39,0,0,1084.339539,3.644682000000
17,9,gpt6-astra-high-codex-0h,kata1-b6c96-s23401472-d3742377,B+4.0,gpt6-astra-high-codex-0h,1,53,openai_codex_workspace_agent,27,0,0,879.247112,2.709904000000
18,9,kata1-b6c96-s23401472-d3742377,gpt6-astra-high-codex-0h,W+R,gpt6-astra-high-codex-0h,0,35,openai_codex_workspace_agent,17,0,0,691.433020,1.796168000000
19,10,gpt6-astra-high-codex-0h,kata1-b6c96-s24455424-d3879081,W+16.0,kata1-b6c96-s24455424-d3879081,0,64,openai_codex_workspace_agent,32,0,0,609.685422,1.809066000000
20,10,kata1-b6c96-s24455424-d3879081,gpt6-astra-high-codex-0h,W+4.0,gpt6-astra-high-codex-0h,0,57,openai_codex_workspace_agent,28,0,0,1105.127718,4.139700000000
