game,batch,black,white,result,winner,score_black,moves,source,llm_moves,llm_illegal_moves,llm_api_problems,llm_api_seconds,llm_cost_usd
1,1,gpt5.6-sol-high-codex-1h,kata1-b6c96-s18429184-d3197121,B+R,gpt5.6-sol-high-codex-1h,1,56,openai_codex_workspace_agent,28,0,0,1227.570139,4.512722400000
2,1,kata1-b6c96-s18429184-d3197121,gpt5.6-sol-high-codex-1h,B+T,kata1-b6c96-s18429184-d3197121,1,103,openai_codex_workspace_agent,51,0,0,1800.727884,7.621940800000
3,2,gpt5.6-sol-high-codex-1h,kata1-b6c96-s18429184-d3197121,B+R,gpt5.6-sol-high-codex-1h,1,80,openai_codex_workspace_agent,40,0,0,1378.045050,5.998181600000
4,2,kata1-b6c96-s18429184-d3197121,gpt5.6-sol-high-codex-1h,W+R,gpt5.6-sol-high-codex-1h,0,25,openai_codex_workspace_agent,12,0,0,455.226060,1.789710400000
5,3,gpt5.6-sol-high-codex-1h,kata1-b6c96-s21371392-d3529696,W+T,kata1-b6c96-s21371392-d3529696,0,102,openai_codex_workspace_agent,51,0,0,1800.782347,8.307360000000
6,3,kata1-b6c96-s21371392-d3529696,gpt5.6-sol-high-codex-1h,B+T,kata1-b6c96-s21371392-d3529696,1,77,openai_codex_workspace_agent,38,0,0,1800.485902,6.058625600000
7,4,gpt5.6-sol-high-codex-1h,kata1-b6c96-s19408128-d3280178,B+R,gpt5.6-sol-high-codex-1h,1,68,openai_codex_workspace_agent,34,0,0,1347.848705,5.502412800000
8,4,kata1-b6c96-s19408128-d3280178,gpt5.6-sol-high-codex-1h,W+R,gpt5.6-sol-high-codex-1h,0,73,openai_codex_workspace_agent,36,0,0,1453.958848,5.766196000000
9,5,gpt5.6-sol-high-codex-1h,kata1-b6c96-s21371392-d3529696,B+R,gpt5.6-sol-high-codex-1h,1,56,openai_codex_workspace_agent,28,0,0,1233.284520,4.727556800000
10,5,kata1-b6c96-s21371392-d3529696,gpt5.6-sol-high-codex-1h,B+T,kata1-b6c96-s21371392-d3529696,1,83,openai_codex_workspace_agent,41,0,0,1800.800898,6.893797600000
11,6,gpt5.6-sol-high-codex-1h,kata1-b6c96-s21371392-d3529696,B+R,gpt5.6-sol-high-codex-1h,1,66,openai_codex_workspace_agent,33,0,0,1368.740486,5.830539200000
12,6,kata1-b6c96-s21371392-d3529696,gpt5.6-sol-high-codex-1h,B+T,kata1-b6c96-s21371392-d3529696,1,101,openai_codex_workspace_agent,50,0,0,1800.675409,7.712260800000
13,7,gpt5.6-sol-high-codex-1h,kata1-b6c96-s21371392-d3529696,B+R,gpt5.6-sol-high-codex-1h,1,76,openai_codex_workspace_agent,38,0,0,1528.918734,6.285929600000
14,7,kata1-b6c96-s21371392-d3529696,gpt5.6-sol-high-codex-1h,W+R,gpt5.6-sol-high-codex-1h,0,37,openai_codex_workspace_agent,18,0,0,702.748915,3.081084000000
15,8,gpt5.6-sol-high-codex-1h,kata1-b6c96-s22371328-d3612586,B+2.0,gpt5.6-sol-high-codex-1h,1,37,openai_codex_workspace_agent,19,0,0,773.806223,2.988225600000
16,8,kata1-b6c96-s22371328-d3612586,gpt5.6-sol-high-codex-1h,B+T,kata1-b6c96-s22371328-d3612586,1,89,openai_codex_workspace_agent,44,0,0,1800.811394,7.300426400000
17,9,gpt5.6-sol-high-codex-1h,kata1-b6c96-s22371328-d3612586,B+8.0,gpt5.6-sol-high-codex-1h,1,81,openai_codex_workspace_agent,41,0,0,1541.054854,6.021112800000
18,9,kata1-b6c96-s22371328-d3612586,gpt5.6-sol-high-codex-1h,W+R,gpt5.6-sol-high-codex-1h,0,69,openai_codex_workspace_agent,34,0,0,1648.299122,6.205758400000
19,10,gpt5.6-sol-high-codex-1h,kata1-b6c96-s23401472-d3742377,B+R,gpt5.6-sol-high-codex-1h,1,84,openai_codex_workspace_agent,42,0,0,1702.548321,6.787260800000
20,10,kata1-b6c96-s23401472-d3742377,gpt5.6-sol-high-codex-1h,B+T,kata1-b6c96-s23401472-d3742377,1,105,openai_codex_workspace_agent,52,0,0,1801.063978,7.658318400000
