game,batch,black,white,result,winner,score_black,moves,source,llm_moves,llm_illegal_moves,llm_api_problems,llm_api_seconds,llm_cost_usd
1,1,gpt5.6-sol-high-codex-8h,kata1-b6c96-s18429184-d3197121,W+T,kata1-b6c96-s18429184-d3197121,0,24,openai_codex_workspace_agent,12,0,0,1800.460707,7.466593600000
2,1,kata1-b6c96-s18429184-d3197121,gpt5.6-sol-high-codex-8h,B+T,kata1-b6c96-s18429184-d3197121,1,69,openai_codex_workspace_agent,34,0,0,1800.700424,9.172052800000
3,2,gpt5.6-sol-high-codex-8h,kata1-b6c96-s14649344-d2727367-temp-0.9,W+T,kata1-b6c96-s14649344-d2727367-temp-0.9,0,42,openai_codex_workspace_agent,21,0,0,1800.336802,7.901732000000
4,2,kata1-b6c96-s14649344-d2727367-temp-0.9,gpt5.6-sol-high-codex-8h,B+T,kata1-b6c96-s14649344-d2727367-temp-0.9,1,61,openai_codex_workspace_agent,30,0,0,1800.650411,7.143852800000
5,3,gpt5.6-sol-high-codex-8h,kata1-b6c96-s10014464-d2201128-temp-0.9,B+R,gpt5.6-sol-high-codex-8h,1,92,openai_codex_workspace_agent,46,0,0,1637.156155,7.187756000000
6,3,kata1-b6c96-s10014464-d2201128-temp-0.9,gpt5.6-sol-high-codex-8h,W+R,gpt5.6-sol-high-codex-8h,0,37,openai_codex_workspace_agent,18,0,0,823.799720,4.205100000000
7,4,gpt5.6-sol-high-codex-8h,kata1-b6c96-s8982784-d2082583-temp-0.5,B+R,gpt5.6-sol-high-codex-8h,1,46,openai_codex_workspace_agent,23,0,0,1379.574508,7.561066400000
8,4,kata1-b6c96-s8982784-d2082583-temp-0.5,gpt5.6-sol-high-codex-8h,B+T,kata1-b6c96-s8982784-d2082583-temp-0.5,1,69,openai_codex_workspace_agent,34,0,0,1800.453798,9.101144800000
9,5,gpt5.6-sol-high-codex-8h,kata1-b6c96-s8982784-d2082583-temp-0.5,W+T,kata1-b6c96-s8982784-d2082583-temp-0.5,0,62,openai_codex_workspace_agent,31,0,0,1800.509106,8.380310400000
10,5,kata1-b6c96-s8982784-d2082583-temp-0.5,gpt5.6-sol-high-codex-8h,B+T,kata1-b6c96-s8982784-d2082583-temp-0.5,1,31,openai_codex_workspace_agent,15,0,0,1800.402329,7.945164000000
11,6,gpt5.6-sol-high-codex-8h,kata1-b6c96-s8080640-d1961030-temp-0.5,B+R,gpt5.6-sol-high-codex-8h,1,40,openai_codex_workspace_agent,20,0,0,862.193981,4.871364800000
12,6,kata1-b6c96-s8080640-d1961030-temp-0.5,gpt5.6-sol-high-codex-8h,B+T,kata1-b6c96-s8080640-d1961030-temp-0.5,1,47,openai_codex_workspace_agent,23,0,0,1800.308415,7.071347200000
13,7,gpt5.6-sol-high-codex-8h,kata1-b6c96-s6127360-d1754797,W+T,kata1-b6c96-s6127360-d1754797,0,34,openai_codex_workspace_agent,17,0,0,1800.279371,8.607343200000
14,7,kata1-b6c96-s6127360-d1754797,gpt5.6-sol-high-codex-8h,B+T,kata1-b6c96-s6127360-d1754797,1,39,openai_codex_workspace_agent,19,0,0,1800.321025,8.763629600000
15,8,gpt5.6-sol-high-codex-8h,kata1-b6c96-s5214720-d1690538,W+T,kata1-b6c96-s5214720-d1690538,0,88,openai_codex_workspace_agent,44,0,0,1800.664289,8.552023200000
16,8,kata1-b6c96-s5214720-d1690538,gpt5.6-sol-high-codex-8h,B+T,kata1-b6c96-s5214720-d1690538,1,41,openai_codex_workspace_agent,20,0,0,1800.363676,8.047597600000
17,9,gpt5.6-sol-high-codex-8h,kata1-b6c96-s4136960-d1510003,W+T,kata1-b6c96-s4136960-d1510003,0,66,openai_codex_workspace_agent,33,1,0,1800.475976,9.218627200000
18,9,kata1-b6c96-s4136960-d1510003,gpt5.6-sol-high-codex-8h,B+T,kata1-b6c96-s4136960-d1510003,1,23,openai_codex_workspace_agent,11,0,0,1800.252926,7.815439200000
19,10,gpt5.6-sol-high-codex-8h,kata1-b6c96-s10014464-d2201128-temp-0.9,B+74.0,gpt5.6-sol-high-codex-8h,1,3,openai_codex_workspace_agent,2,0,0,35.457561,0.636109600000
20,10,kata1-b6c96-s10014464-d2201128-temp-0.9,gpt5.6-sol-high-codex-8h,B+T,kata1-b6c96-s10014464-d2201128-temp-0.9,1,35,openai_codex_workspace_agent,17,0,0,1800.351537,7.464551200000
